case_id,seg_path_pulled,failed_pulled,failure_reason_pulled,voxel_volume_mm3_pulled,mask_voxel_count_pulled,volume_mm3_pulled,connected_component_count_pulled,largest_component_voxel_count_pulled,largest_component_fraction_pulled,component_volume_fraction_largest_pulled,component_volume_fraction_second_largest_pulled,equivalent_sphere_diameter_mm_pulled,max_diameter_bbox_mm_pulled,bbox_volume_mm3_pulled,bbox_fill_fraction_pulled,principal_axis_length_major_mm_pulled,principal_axis_length_minor1_mm_pulled,principal_axis_length_minor2_mm_pulled,principal_axis_sign_aligned_pulled,flatness_pulled,aspect_ratio_major_to_minor2_pulled,elongation_legacy_major_to_minor2_pulled,elongation_pulled,secondary_axis_ratio_pulled,surface_area_mm2_pulled,sphericity_pulled,compactness_pulled,surface_to_volume_ratio_pulled,roughness_index_pulled,empty_mask_pulled,multiple_components_pulled,tiny_component_fraction_pulled,surface_area_failed_pulled,principal_axis_failed_pulled,voxel_spacing_mm_x_pulled,voxel_spacing_mm_y_pulled,voxel_spacing_mm_z_pulled,centroid_vox_x_pulled,centroid_vox_y_pulled,centroid_vox_z_pulled,centroid_mm_x_pulled,centroid_mm_y_pulled,centroid_mm_z_pulled,bounding_box_min_vox_x_pulled,bounding_box_min_vox_y_pulled,bounding_box_min_vox_z_pulled,bounding_box_max_vox_x_pulled,bounding_box_max_vox_y_pulled,bounding_box_max_vox_z_pulled,bounding_box_size_vox_x_pulled,bounding_box_size_vox_y_pulled,bounding_box_size_vox_z_pulled,bounding_box_size_mm_x_pulled,bounding_box_size_mm_y_pulled,bounding_box_size_mm_z_pulled,principal_axis_vector_vox_x_pulled,principal_axis_vector_vox_y_pulled,principal_axis_vector_vox_z_pulled,principal_axis_vector_mm_x_pulled,principal_axis_vector_mm_y_pulled,principal_axis_vector_mm_z_pulled,principal_axis_lengths_mm_x_pulled,principal_axis_lengths_mm_y_pulled,principal_axis_lengths_mm_z_pulled,seg_path_local,failed_local,failure_reason_local,voxel_volume_mm3_local,mask_voxel_count_local,volume_mm3_local,connected_component_count_local,largest_component_voxel_count_local,largest_component_fraction_local,component_volume_fraction_largest_local,component_volume_fraction_second_largest_local,equivalent_sphere_diameter_mm_local,max_diameter_bbox_mm_local,bbox_volume_mm3_local,bbox_fill_fraction_local,principal_axis_length_major_mm_local,principal_axis_length_minor1_mm_local,principal_axis_length_minor2_mm_local,principal_axis_sign_aligned_local,flatness_local,aspect_ratio_major_to_minor2_local,elongation_legacy_major_to_minor2_local,elongation_local,secondary_axis_ratio_local,surface_area_mm2_local,sphericity_local,compactness_local,surface_to_volume_ratio_local,roughness_index_local,empty_mask_local,multiple_components_local,tiny_component_fraction_local,surface_area_failed_local,principal_axis_failed_local,voxel_spacing_mm_x_local,voxel_spacing_mm_y_local,voxel_spacing_mm_z_local,centroid_vox_x_local,centroid_vox_y_local,centroid_vox_z_local,centroid_mm_x_local,centroid_mm_y_local,centroid_mm_z_local,bounding_box_min_vox_x_local,bounding_box_min_vox_y_local,bounding_box_min_vox_z_local,bounding_box_max_vox_x_local,bounding_box_max_vox_y_local,bounding_box_max_vox_z_local,bounding_box_size_vox_x_local,bounding_box_size_vox_y_local,bounding_box_size_vox_z_local,bounding_box_size_mm_x_local,bounding_box_size_mm_y_local,bounding_box_size_mm_z_local,principal_axis_vector_vox_x_local,principal_axis_vector_vox_y_local,principal_axis_vector_vox_z_local,principal_axis_vector_mm_x_local,principal_axis_vector_mm_y_local,principal_axis_vector_mm_z_local,principal_axis_lengths_mm_x_local,principal_axis_lengths_mm_y_local,principal_axis_lengths_mm_z_local
606_3_914,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/606_3_914_synthetic_lollipop.nii.gz,False,,1.0,1202,1202.0,1,1202,1.0,1.0,0.0,13.19173591068464,27.0,6912.0,0.1739004629629629,26.995548586810024,16.069846062332008,14.376266085913343,True,0.9010489398934416,2.6709894831986407,2.6709894831986407,2.4066922423026664,0.4155080497717578,908.481201171875,0.6017801033105007,518.9659926155889,0.7558079876637895,1.661736562074452,False,False,False,False,False,1.0,1.0,1.0,48.33028286189684,48.524126455906824,48.37104825291181,48.33028286189684,48.524126455906824,48.37104825291181,42.0,30.0,41.0,57.0,56.0,56.0,16.0,27.0,16.0,16.0,27.0,16.0,0.2657770813963983,0.9638524188856292,0.0187365315022216,0.2657770813963983,0.9638524188856292,0.0187365315022216,28.210539621598453,11.721706301179278,10.561831036419862,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/606_3_914_synthetic_lollipop.nii.gz,False,,1.0,1178,1178.0,1,1178,1.0,1.0,0.0,13.10334641611498,17.0,2244.0,0.5249554367201426,17.437908360214244,10.92277581556672,10.313663516769754,False,0.9936894452042206,1.52168754798481,1.52168754798481,1.5120848553311967,0.6613385462292504,633.3709716796875,0.8516402190517018,183.0981197488013,0.5376663596601762,1.1742047611531266,False,False,False,False,False,1.0,1.0,1.0,76.45076400679118,78.59083191850594,77.0,76.45076400679118,78.59083191850594,77.0,71.0,70.0,72.0,82.0,86.0,82.0,12.0,17.0,11.0,12.0,17.0,11.0,-0.349622056953275,0.9368908125536444,0.0001504803415062,-0.349622056953275,0.9368908125536444,0.0001504803415062,15.572720423417811,10.298840285657691,10.233848889702069
606_4_1278,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/606_4_1278_synthetic_lollipop.nii.gz,False,,1.0,1564,1564.0,1,1564,1.0,1.0,0.0,14.401665143009549,25.0,12600.0,0.1241269841269841,30.324267431246113,17.093227714389784,15.723318116958012,True,0.9152129681964072,2.7248192358262133,2.7248192358262133,2.4937899006191753,0.4009960902286568,1077.974609375,0.6044588752670048,512.0968416479581,0.6892420776054987,1.6543722673577663,False,False,False,False,False,1.0,1.0,1.0,48.27237851662404,47.56265984654731,47.78644501278772,48.27237851662404,47.56265984654731,47.78644501278772,34.0,38.0,38.0,58.0,58.0,61.0,25.0,21.0,24.0,25.0,21.0,24.0,-0.662329649503334,0.4428558733646928,0.6043162341152074,-0.662329649503334,0.4428558733646928,0.6043162341152074,31.32436983442088,12.560949832479253,11.495944179549502,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/606_4_1278_synthetic_lollipop.nii.gz,False,,1.0,1647,1647.0,1,1647,1.0,1.0,0.0,14.652047759769228,18.0,4284.0,0.384453781512605,19.78970683255796,12.327804395734212,11.559131255729888,False,0.9954751138140766,1.5904277188596811,1.5904277188596811,1.5832312144449032,0.6316196844000515,809.0838012695312,0.8335910012819386,195.25102403649737,0.4912469953063335,1.1996290728452552,False,False,False,False,False,1.0,1.0,1.0,85.5069823922283,84.61323618700668,87.45294474802671,85.5069823922283,84.61323618700668,87.45294474802671,79.0,77.0,78.0,92.0,93.0,95.0,14.0,17.0,18.0,14.0,17.0,18.0,-0.2308902853876177,-0.6643086087401182,0.7109034733825635,-0.2308902853876177,-0.6643086087401182,0.7109034733825635,17.981360898028328,11.357381495496078,11.305990636858846
606_5_2001,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/606_5_2001_synthetic_lollipop.nii.gz,False,,1.0,2112,2112.0,1,2112,1.0,1.0,0.0,15.918363969516712,33.0,13662.0,0.1545893719806763,33.363835802784195,19.430653700733473,17.106315542869883,True,0.8882939945936477,2.728582761612832,2.728582761612832,2.4237836808924285,0.4125780728219952,1341.703125,0.5933217956565867,541.4788104863221,0.6352761008522727,1.6854260324169814,False,False,False,False,False,1.0,1.0,1.0,48.53172348484848,47.87973484848485,47.33238636363637,48.53172348484848,47.87973484848485,47.33238636363637,41.0,37.0,37.0,58.0,59.0,69.0,18.0,23.0,33.0,18.0,23.0,33.0,-0.101106965347315,-0.3826065269222916,0.9183624704411208,-0.101106965347315,-0.3826065269222916,0.9183624704411208,34.470977039328794,14.22196927517752,12.633289898435562,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/606_5_2001_synthetic_lollipop.nii.gz,False,,1.0,2075,2075.0,1,2075,1.0,1.0,0.0,15.824858166186276,21.0,3549.0,0.5846717385178923,20.711114291060504,13.548188643718971,13.45142426024844,False,0.9911305050994114,1.5687804559173917,1.5687804559173917,1.5548661656634892,0.6431421701000755,913.7923583984376,0.8609580741518232,177.2174012651673,0.4403818594691265,1.161496744176718,False,False,False,False,False,1.0,1.0,1.0,89.09734939759036,91.15036144578312,90.90746987951808,89.09734939759036,91.15036144578312,90.90746987951808,80.0,85.0,85.0,100.0,97.0,97.0,21.0,13.0,13.0,21.0,13.0,13.0,-0.9929990065861296,0.0956274401849899,-0.0693423795569924,-0.9929990065861296,0.0956274401849899,-0.0693423795569924,19.179125148919113,12.334904168896772,12.225499799271493
609_0_0,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/609_0_0_synthetic_lollipop.nii.gz,False,,1.0,44,44.0,1,44,1.0,1.0,0.0,4.380106645730805,7.0,175.0,0.2514285714285714,6.953998769452564,3.2079607370891794,3.1247292211138307,True,0.953062049550424,2.669758838896681,2.669758838896681,2.5444458308042304,0.3930128863006398,75.93179321289062,0.7937716537035421,226.13387043877253,1.7257225730202417,1.2598081517956046,False,False,False,False,False,1.0,1.0,1.0,47.72727272727273,48.09090909090909,48.11363636363637,47.72727272727273,48.09090909090909,48.11363636363637,44.0,46.0,46.0,50.0,50.0,50.0,7.0,5.0,5.0,7.0,5.0,5.0,-0.8963074295903661,0.3043928882884213,0.3224561384445081,-0.8963074295903661,0.3043928882884213,0.3224561384445081,8.037576685072779,3.158871211863181,3.010600271444155,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/609_0_0_synthetic_lollipop.nii.gz,False,,1.0,42,42.0,1,42,1.0,1.0,0.0,4.312709671069407,4.0,64.0,0.65625,4.105644627411948,3.6800142796359063,3.194049428942383,False,0.8909026702184067,1.205938528210572,1.205938528210572,1.0743738549020538,0.9307746976876738,58.89803695678711,0.9920864039472554,115.82541896455724,1.402334213256836,1.0079767205973778,False,False,False,False,False,1.0,1.0,1.0,44.57142857142857,44.714285714285715,45.23809523809524,44.57142857142857,44.714285714285715,45.23809523809524,43.0,43.0,44.0,46.0,46.0,47.0,4.0,4.0,4.0,4.0,4.0,4.0,-0.7255168773512995,-0.5472727500375393,0.4172742476414863,-0.7255168773512995,-0.5472727500375393,0.4172742476414863,4.2187064762342645,3.9266652450499793,3.498276551868841
609_1_167,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/609_1_167_synthetic_lollipop.nii.gz,False,,1.0,46,46.0,1,46,1.0,1.0,0.0,4.445491011401585,7.0,140.0,0.3285714285714285,6.918383188537504,3.149493668929132,2.956931663211604,True,0.9795272932045574,2.676633351998858,2.676633351998858,2.621835422184483,0.3814121937397625,74.94924926757812,0.8283656059602881,198.96935764553623,1.6293315058169158,1.207196427283752,False,False,False,False,False,1.0,1.0,1.0,47.82608695652174,48.369565217391305,47.95652173913044,47.82608695652174,48.369565217391305,47.95652173913044,46.0,46.0,47.0,50.0,52.0,50.0,5.0,7.0,4.0,5.0,7.0,4.0,0.3742945900232625,-0.9142784689618828,0.1549143023482116,0.3742945900232625,-0.9142784689618828,0.1549143023482116,8.10188447926012,3.0901575326607356,3.026893643542844,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/609_1_167_synthetic_lollipop.nii.gz,False,,1.0,20,20.0,1,20,1.0,1.0,0.0,3.3677806019212593,3.0,27.0,0.7407407407407407,2.886751345948129,2.82842712474619,2.449489742783178,False,1.0,1.1335784048754634,1.1335784048754634,1.1335784048754634,0.8821621827824618,35.53990173339844,1.002585068248077,112.22475776468144,1.7769950866699218,0.997421597099392,False,False,False,False,False,1.0,1.0,1.0,37.95,37.95,37.95,37.95,37.95,37.95,37.0,37.0,37.0,39.0,39.0,39.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.5773502691896261,-0.5773502691896257,-0.5773502691896257,-0.5773502691896261,-0.5773502691896257,-0.5773502691896257,3.2895368414989585,2.9019050004400464,2.9019050004400464
609_2_536,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/609_2_536_synthetic_lollipop.nii.gz,False,,1.0,42,42.0,1,42,1.0,1.0,0.0,4.312709671069407,7.0,140.0,0.3,6.917570098448456,3.3079228320220633,2.9541346585066224,True,0.9185901033735772,2.5383413287310033,2.5383413287310033,2.331695223556435,0.4288725172558112,71.9902572631836,0.8116645766439572,211.50595320806423,1.714053744361514,1.232036026673439,False,False,False,False,False,1.0,1.0,1.0,48.04761904761905,47.904761904761905,48.07142857142857,48.04761904761905,47.904761904761905,48.07142857142857,47.0,44.0,46.0,50.0,50.0,50.0,4.0,7.0,5.0,4.0,7.0,5.0,-0.2911182308885893,-0.9205487718283568,0.2604613874062759,-0.2911182308885893,-0.9205487718283568,0.2604613874062759,7.486112453082585,3.2105878922136046,2.94921426379845,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/609_2_536_synthetic_lollipop.nii.gz,False,,1.0,14,14.0,1,14,1.0,1.0,0.0,2.9902658734369907,3.0,27.0,0.5185185185185185,2.4494897427831783,2.385790165173903,2.159875448674956,False,0.905265959298824,1.2418456016109485,1.2418456016109485,1.1242005498433605,0.8895210024041835,26.95071792602539,1.0423153725416856,99.87457505649525,1.925051280430385,0.9594025247478606,False,False,False,False,False,1.0,1.0,1.0,36.785714285714285,36.642857142857146,36.92857142857143,36.785714285714285,36.642857142857146,36.92857142857143,36.0,36.0,36.0,38.0,38.0,38.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.5190124268707158,-0.2092719691796758,-0.8287528845617558,-0.5190124268707158,-0.2092719691796758,-0.8287528845617558,3.0549755144648727,2.7174648819470297,2.460028453216643
609_3_902,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/609_3_902_synthetic_lollipop.nii.gz,False,,1.0,42,42.0,1,42,1.0,1.0,0.0,4.312709671069407,7.0,105.0,0.4,6.341889431387505,3.8484944653800426,2.665992835991198,True,0.8049352251714198,2.718407925761632,2.718407925761632,2.188142295830711,0.4570086698225253,73.39218139648438,0.7961603071633251,224.10461897607803,1.7474328903924852,1.2560284543234068,False,False,False,False,False,1.0,1.0,1.0,47.857142857142854,48.04761904761905,47.88095238095238,47.857142857142854,48.04761904761905,47.88095238095238,44.0,46.0,47.0,50.0,50.0,49.0,7.0,5.0,3.0,7.0,5.0,3.0,0.9883214612722712,-0.0713141448138413,0.1346661870630979,0.988321461272271,-0.0713141448138413,0.1346661870630978,7.494220104330237,3.4249235612371884,2.756841617959357,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/609_3_902_synthetic_lollipop.nii.gz,False,,1.0,20,20.0,1,20,1.0,1.0,0.0,3.3677806019212593,3.0,27.0,0.7407407407407407,2.886751345948129,2.79289195118531,2.64218492409951,False,1.0,1.1335784048754634,1.1335784048754634,1.1335784048754631,0.882162182782462,35.53990173339844,1.002585068248077,112.22475776468144,1.7769950866699218,0.997421597099392,False,False,False,False,False,1.0,1.0,1.0,37.95,38.05,38.05,37.95,38.05,38.05,37.0,37.0,37.0,39.0,39.0,39.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.5773502691896261,0.5773502691896251,0.5773502691896263,-0.5773502691896261,0.5773502691896251,0.5773502691896263,3.2895368414989585,2.901905000440047,2.9019050004400464
610_1_210,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/610_1_210_synthetic_lollipop.nii.gz,False,,1.0,69,69.0,1,69,1.0,1.0,0.0,5.08881687589421,10.0,350.0,0.1971428571428571,9.59942202260365,4.713810087043019,4.172117349142667,True,0.8763365912513211,2.962435848436804,2.962435848436804,2.5960909332198243,0.3851945196541098,111.03083801269533,0.732723129008576,287.49657260448043,1.609142579894135,1.3647719860475371,False,False,False,False,False,1.0,1.0,1.0,47.869565217391305,48.08695652173913,47.79710144927536,47.869565217391305,48.08695652173913,47.79710144927536,42.0,46.0,45.0,51.0,50.0,51.0,10.0,5.0,7.0,10.0,5.0,7.0,0.8763672074601453,-0.1500894648359752,0.4576610866501077,0.8763672074601453,-0.1500894648359752,0.4576610866501077,10.365888548100637,3.9928834600736622,3.4991098806647343,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/610_1_210_synthetic_lollipop.nii.gz,False,,1.0,71,71.0,1,71,1.0,1.0,0.0,5.137516647158831,6.0,150.0,0.4733333333333333,5.057696070565662,4.572485195924996,4.168006168615438,False,0.9356894046656488,1.182814208663416,1.182814208663416,1.1067467227343424,0.9035490952522428,88.3716049194336,0.9383041014026594,136.9056997858258,1.2446704918230085,1.0657525619946795,False,False,False,False,False,1.0,1.0,1.0,51.943661971830984,51.66197183098591,52.15492957746479,51.943661971830984,51.66197183098591,52.15492957746479,50.0,49.0,50.0,54.0,54.0,54.0,5.0,6.0,5.0,5.0,6.0,5.0,-0.1137952682149626,-0.8490861230827221,0.515852103339937,-0.1137952682149626,-0.8490861230827221,0.515852103339937,5.072714001960265,4.583446146944582,4.288681996551638
610_2_619,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/610_2_619_synthetic_lollipop.nii.gz,False,,1.0,53,53.0,1,53,1.0,1.0,0.0,4.66042742317893,8.0,200.0,0.265,7.966101181106166,4.119345619988013,3.2985665629861,True,0.8938696343599517,2.8439732448903774,2.8439732448903774,2.542141324539647,0.3933691610088155,88.2684326171875,0.7730293013865477,244.82992834003971,1.6654421248525944,1.2936120250634036,False,False,False,False,False,1.0,1.0,1.0,47.83018867924528,48.0377358490566,47.698113207547166,47.83018867924528,48.0377358490566,47.698113207547166,46.0,46.0,43.0,50.0,50.0,50.0,5.0,5.0,8.0,5.0,5.0,8.0,0.1124137132708344,0.313088720986216,0.9430475119843528,0.1124137132708344,0.313088720986216,0.9430475119843528,9.027149494489343,3.5510022229484264,3.1741330586382857,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/610_2_619_synthetic_lollipop.nii.gz,False,,1.0,54,54.0,1,54,1.0,1.0,0.0,4.689555850780632,5.0,125.0,0.432,4.502564473727692,4.138304902969413,3.836478178726856,False,0.947828891196641,1.1138614560669056,1.1138614560669056,1.055750068850571,0.9471938761876966,73.58493041992188,0.9389109718813512,136.64040198938451,1.36268389666522,1.0650637067284892,False,False,False,False,False,1.0,1.0,1.0,47.57407407407408,48.388888888888886,47.833333333333336,47.57407407407408,48.388888888888886,47.833333333333336,46.0,46.0,46.0,50.0,50.0,50.0,5.0,5.0,5.0,5.0,5.0,5.0,-0.6646577772151365,0.7299541329867077,-0.1593643715610795,-0.6646577772151365,0.7299541329867077,-0.1593643715610795,4.477767234207927,4.241313703235668,4.020039664554982
610_3_1008,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/610_3_1008_synthetic_lollipop.nii.gz,False,,1.0,54,54.0,1,54,1.0,1.0,0.0,4.689555850780632,8.0,280.0,0.1928571428571428,7.85915073715906,3.675185243380272,2.9664693276773284,True,0.9067372530169212,3.112148967636005,3.112148967636005,2.821901405893718,0.3543709918112082,87.61735534667969,0.7885389631200349,230.6656369883798,1.6225436175311054,1.2681681524566282,False,False,False,False,False,1.0,1.0,1.0,47.870370370370374,48.53703703703704,47.57407407407408,47.870370370370374,48.53703703703704,47.57407407407408,46.0,46.0,44.0,50.0,52.0,51.0,5.0,7.0,8.0,5.0,7.0,8.0,0.0905326755054375,-0.6746896321187322,0.7325283168433266,0.0905326755054375,-0.6746896321187322,0.7325283168433266,9.41376318934905,3.3359645980854657,3.0248433758297133,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/610_3_1008_synthetic_lollipop.nii.gz,False,,1.0,54,54.0,1,54,1.0,1.0,0.0,4.689555850780632,5.0,125.0,0.432,4.443530294151337,4.0,3.898174586561945,False,0.9605634695366212,1.062445769611038,1.062445769611038,1.0205465946520846,0.979867068529988,71.04357147216797,0.9724975406600586,122.96650748666129,1.3156216939290364,1.0282802353631402,False,False,False,False,False,1.0,1.0,1.0,49.74074074074074,50.48148148148148,50.0,49.74074074074074,50.48148148148148,50.0,48.0,48.0,48.0,52.0,52.0,52.0,5.0,5.0,5.0,5.0,5.0,5.0,-0.838204719743138,0.545355707589393,-1.8576811938369528e-17,-0.838204719743138,0.545355707589393,-1.8576811938369528e-17,4.343406926794991,4.255961412791452,4.088121060884937
610_4_1386,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/610_4_1386_synthetic_lollipop.nii.gz,False,,1.0,47,47.0,1,47,1.0,1.0,0.0,4.477474060769193,6.0,144.0,0.3263888888888889,6.636804207001573,3.739114179228507,2.9162459963413587,True,0.9128586940210226,2.640300564371514,2.640300564371514,2.410221325015149,0.4148996565673132,75.29373168945312,0.8364831705858752,193.2327570035792,1.60199429126496,1.1954813141065317,False,False,False,False,False,1.0,1.0,1.0,47.787234042553195,47.744680851063826,48.0,47.787234042553195,47.744680851063826,48.0,45.0,45.0,47.0,50.0,50.0,50.0,6.0,6.0,4.0,6.0,6.0,4.0,0.708652747659267,0.6808557431883442,0.1850587479759303,0.708652747659267,0.6808557431883442,0.1850587479759303,7.845494686295058,3.2550930509445006,2.971439991402103,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/610_4_1386_synthetic_lollipop.nii.gz,False,,1.0,48,48.0,1,48,1.0,1.0,0.0,4.509006607147306,5.0,125.0,0.384,4.034397204975599,4.006859066252187,3.726491721952636,False,0.927778153270903,1.1430897339334647,1.1430897339334647,1.0605336823717175,0.9429214900215676,66.11875915527344,0.9660217873356176,125.45604985068556,1.3774741490681963,1.0351733398871856,False,False,False,False,False,1.0,1.0,1.0,45.708333333333336,45.916666666666664,46.375,45.708333333333336,45.916666666666664,46.375,44.0,44.0,44.0,48.0,48.0,48.0,5.0,5.0,5.0,5.0,5.0,5.0,0.6536497363689452,0.3854264916745881,-0.6512975062597948,0.6536497363689452,0.3854264916745881,-0.6512975062597948,4.339493371937712,4.0918015562062235,3.796284091368017
611_0_0,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/611_0_0_synthetic_lollipop.nii.gz,False,,1.0,344,344.0,1,344,1.0,1.0,0.0,8.69333882630764,17.0,2380.0,0.1445378151260504,17.926553071392267,10.580242440141618,9.087127187672024,True,0.8893383442923258,2.688353146541364,2.688353146541364,2.390855536218161,0.4182603193088751,392.8119812011719,0.6044193513117795,512.1973087300798,1.1418952941894531,1.6544804494258605,False,False,False,False,False,1.0,1.0,1.0,48.28488372093023,47.90406976744186,47.69186046511628,48.28488372093023,47.90406976744186,47.69186046511628,38.0,42.0,42.0,54.0,55.0,51.0,17.0,14.0,10.0,17.0,14.0,10.0,-0.7962775214787325,0.541062319987426,0.270543295384511,-0.7962775214787325,0.541062319987426,0.270543295384511,18.79857929828963,7.862699779855832,6.99260040388462,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/611_0_0_synthetic_lollipop.nii.gz,False,,1.0,357,357.0,1,357,1.0,1.0,0.0,8.801496716004365,9.0,576.0,0.6197916666666666,8.56099954981303,7.521095611999733,7.257946024669527,False,0.9674798547200352,1.26434314636776,1.26434314636776,1.2232265235641524,0.8175100692603277,259.8169860839844,0.9366889450417228,137.61513152002007,0.727778672504158,1.0675902660038945,False,False,False,False,False,1.0,1.0,1.0,65.8515406162465,66.06162464985995,67.06442577030812,65.8515406162465,66.06162464985995,67.06442577030812,62.0,63.0,63.0,69.0,70.0,71.0,8.0,8.0,9.0,8.0,8.0,9.0,-0.1228477395019992,0.0462806819087149,0.991345818259861,-0.1228477395019992,0.0462806819087149,0.991345818259861,9.128763254274997,7.462855880263486,7.220162722833877
611_1_186,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/611_1_186_synthetic_lollipop.nii.gz,False,,1.0,454,454.0,1,454,1.0,1.0,0.0,9.535696284670314,18.0,3780.0,0.1201058201058201,19.924191924132877,11.381523818731804,9.850981566446483,True,0.8934902384174233,2.7527043677713467,2.7527043677713467,2.459514481852703,0.4065843105939835,469.9069519042969,0.6079149488038889,503.4123951264277,1.0350373389962486,1.6449669513269305,False,False,False,False,False,1.0,1.0,1.0,48.17400881057269,48.54625550660793,47.92511013215859,48.17400881057269,48.54625550660793,47.92511013215859,41.0,42.0,42.0,55.0,55.0,59.0,15.0,14.0,18.0,15.0,14.0,18.0,-0.5105248117225067,-0.4512305681464172,0.7319531344191107,-0.5105248117225067,-0.4512305681464172,0.7319531344191107,20.799127224047393,8.456598803345864,7.555888481001992,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/611_1_186_synthetic_lollipop.nii.gz,False,,1.0,466,466.0,2,464,0.9957081545064378,0.9957081545064378,0.0042918454935622,9.618981691831213,11.0,1100.0,0.4236363636363636,11.166317491094484,8.60163525146778,8.477240044851666,False,0.9874896175784712,1.2519649401163886,1.2519649401163886,1.2363023799371862,0.8088636050759749,320.59735107421875,0.9040716452328048,153.0536982495049,0.690942566970299,1.1061070273280091,False,True,False,False,False,1.0,1.0,1.0,65.70258620689656,67.15301724137932,65.53663793103448,65.70258620689656,67.15301724137932,65.53663793103448,61.0,62.0,61.0,70.0,72.0,70.0,10.0,11.0,10.0,10.0,11.0,10.0,-0.2460363819475021,0.9155401642192478,-0.3182016757648766,-0.2460363819475021,0.9155401642192478,-0.3182016757648766,9.970757796599848,8.064983096697137,7.96408707393429
